bbox,track_id,object_name,time_date,bbox_image_path,confidence,score
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_43_733676,./bbox_images\7.0_2025-03-10__18_06_43_733676.jpg,0.27246835827827454
"[411, 293, 485, 357]",8.0,bus,2025-03-10__18_06_43_749496,./bbox_images\8.0_2025-03-10__18_06_43_749496.jpg,0.4653124511241913
"[455, 340, 507, 388]",9.0,truck,2025-03-10__18_06_43_749496,./bbox_images\9.0_2025-03-10__18_06_43_749496.jpg,0.35571226477622986
"[453, 341, 508, 390]",12.0,car,2025-03-10__18_06_43_749496,./bbox_images\12.0_2025-03-10__18_06_43_749496.jpg,0.32289189100265503
"[438, 485, 529, 563]",1.0,car,2025-03-10__18_06_43_918033,./bbox_images\1.0_2025-03-10__18_06_43_918033.jpg,0.7525277733802795
"[519, 388, 566, 432]",2.0,car,2025-03-10__18_06_43_918033,./bbox_images\2.0_2025-03-10__18_06_43_918033.jpg,0.7057746648788452
"[311, 458, 409, 528]",3.0,car,2025-03-10__18_06_43_918033,./bbox_images\3.0_2025-03-10__18_06_43_918033.jpg,0.7683468461036682
"[987, 196, 1277, 288]",4.0,train,2025-03-10__18_06_43_918033,./bbox_images\4.0_2025-03-10__18_06_43_918033.jpg,0.5941155552864075
"[556, 329, 590, 360]",5.0,car,2025-03-10__18_06_43_918033,./bbox_images\5.0_2025-03-10__18_06_43_918033.jpg,0.49778032302856445
"[211, 398, 318, 489]",6.0,truck,2025-03-10__18_06_43_934156,./bbox_images\6.0_2025-03-10__18_06_43_934156.jpg,0.5470436215400696
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_43_934156,./bbox_images\7.0_2025-03-10__18_06_43_934156.jpg,0.28237974643707275
"[414, 293, 487, 354]",8.0,bus,2025-03-10__18_06_43_934156,./bbox_images\8.0_2025-03-10__18_06_43_934156.jpg,0.36822715401649475
"[458, 337, 509, 388]",9.0,car,2025-03-10__18_06_43_934156,./bbox_images\9.0_2025-03-10__18_06_43_934156.jpg,0.4494113624095917
"[37, 655, 220, 719]",17.0,car,2025-03-10__18_06_43_934156,./bbox_images\17.0_2025-03-10__18_06_43_934156.jpg,0.598674476146698
"[443, 479, 530, 554]",1.0,car,2025-03-10__18_06_44_141120,./bbox_images\1.0_2025-03-10__18_06_44_141120.jpg,0.8167698979377747
"[521, 384, 567, 428]",2.0,car,2025-03-10__18_06_44_141120,./bbox_images\2.0_2025-03-10__18_06_44_141120.jpg,0.7678245902061462
"[319, 452, 415, 519]",3.0,car,2025-03-10__18_06_44_141120,./bbox_images\3.0_2025-03-10__18_06_44_141120.jpg,0.8094075322151184
"[987, 196, 1278, 288]",4.0,train,2025-03-10__18_06_44_141120,./bbox_images\4.0_2025-03-10__18_06_44_141120.jpg,0.5946218371391296
"[556, 328, 589, 358]",5.0,car,2025-03-10__18_06_44_141120,./bbox_images\5.0_2025-03-10__18_06_44_141120.jpg,0.47017809748649597
"[221, 397, 322, 484]",6.0,truck,2025-03-10__18_06_44_141120,./bbox_images\6.0_2025-03-10__18_06_44_141120.jpg,0.43839961290359497
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_44_141120,./bbox_images\7.0_2025-03-10__18_06_44_141120.jpg,0.2844093441963196
"[418, 292, 487, 353]",8.0,bus,2025-03-10__18_06_44_141120,./bbox_images\8.0_2025-03-10__18_06_44_141120.jpg,0.5089264512062073
"[461, 337, 510, 384]",9.0,car,2025-03-10__18_06_44_141120,./bbox_images\9.0_2025-03-10__18_06_44_141120.jpg,0.538275420665741
"[40, 647, 240, 719]",17.0,car,2025-03-10__18_06_44_141120,./bbox_images\17.0_2025-03-10__18_06_44_141120.jpg,0.7265128493309021
"[0, 624, 45, 701]",22.0,car,2025-03-10__18_06_44_141120,./bbox_images\22.0_2025-03-10__18_06_44_141120.jpg,0.5046060681343079
"[221, 397, 322, 485]",23.0,bus,2025-03-10__18_06_44_141120,./bbox_images\23.0_2025-03-10__18_06_44_141120.jpg,0.3618483543395996
"[446, 476, 530, 548]",1.0,car,2025-03-10__18_06_44_324542,./bbox_images\1.0_2025-03-10__18_06_44_324542.jpg,0.8262224197387695
"[522, 383, 569, 425]",2.0,car,2025-03-10__18_06_44_324542,./bbox_images\2.0_2025-03-10__18_06_44_324542.jpg,0.7709452509880066
"[324, 449, 417, 515]",3.0,car,2025-03-10__18_06_44_324542,./bbox_images\3.0_2025-03-10__18_06_44_324542.jpg,0.8577803373336792
"[987, 196, 1278, 288]",4.0,train,2025-03-10__18_06_44_324542,./bbox_images\4.0_2025-03-10__18_06_44_324542.jpg,0.5954229831695557
"[557, 328, 590, 357]",5.0,car,2025-03-10__18_06_44_324542,./bbox_images\5.0_2025-03-10__18_06_44_324542.jpg,0.4276323914527893
"[224, 396, 326, 482]",6.0,truck,2025-03-10__18_06_44_324542,./bbox_images\6.0_2025-03-10__18_06_44_324542.jpg,0.5170633792877197
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_44_324542,./bbox_images\7.0_2025-03-10__18_06_44_324542.jpg,0.26640984416007996
"[418, 292, 488, 352]",8.0,bus,2025-03-10__18_06_44_324542,./bbox_images\8.0_2025-03-10__18_06_44_324542.jpg,0.4746741056442261
"[462, 337, 510, 382]",9.0,car,2025-03-10__18_06_44_324542,./bbox_images\9.0_2025-03-10__18_06_44_324542.jpg,0.5252724885940552
"[44, 641, 249, 718]",17.0,car,2025-03-10__18_06_44_324542,./bbox_images\17.0_2025-03-10__18_06_44_324542.jpg,0.738752543926239
"[0, 620, 54, 700]",22.0,car,2025-03-10__18_06_44_340595,./bbox_images\22.0_2025-03-10__18_06_44_340595.jpg,0.5411288142204285
"[224, 396, 326, 484]",23.0,bus,2025-03-10__18_06_44_340595,./bbox_images\23.0_2025-03-10__18_06_44_340595.jpg,0.3079295754432678
"[449, 470, 533, 543]",1.0,car,2025-03-10__18_06_44_514805,./bbox_images\1.0_2025-03-10__18_06_44_514805.jpg,0.7737569212913513
"[525, 381, 570, 421]",2.0,car,2025-03-10__18_06_44_514805,./bbox_images\2.0_2025-03-10__18_06_44_514805.jpg,0.7779933214187622
"[332, 445, 422, 507]",3.0,car,2025-03-10__18_06_44_526119,./bbox_images\3.0_2025-03-10__18_06_44_526119.jpg,0.7712997198104858
"[987, 196, 1278, 288]",4.0,train,2025-03-10__18_06_44_526119,./bbox_images\4.0_2025-03-10__18_06_44_526119.jpg,0.5951945781707764
"[557, 327, 591, 355]",5.0,car,2025-03-10__18_06_44_526119,./bbox_images\5.0_2025-03-10__18_06_44_526119.jpg,0.43133285641670227
"[232, 393, 330, 477]",6.0,truck,2025-03-10__18_06_44_526119,./bbox_images\6.0_2025-03-10__18_06_44_526119.jpg,0.5714706182479858
"[673, 298, 696, 313]",7.0,car,2025-03-10__18_06_44_526119,./bbox_images\7.0_2025-03-10__18_06_44_526119.jpg,0.29901179671287537
"[421, 292, 489, 350]",8.0,bus,2025-03-10__18_06_44_530514,./bbox_images\8.0_2025-03-10__18_06_44_530514.jpg,0.3835107684135437
"[466, 335, 514, 381]",9.0,car,2025-03-10__18_06_44_530514,./bbox_images\9.0_2025-03-10__18_06_44_530514.jpg,0.5534482002258301
"[60, 627, 262, 719]",17.0,car,2025-03-10__18_06_44_530514,./bbox_images\17.0_2025-03-10__18_06_44_530514.jpg,0.792630672454834
"[0, 604, 70, 699]",22.0,car,2025-03-10__18_06_44_530514,./bbox_images\22.0_2025-03-10__18_06_44_530514.jpg,0.5337808132171631
"[455, 464, 532, 533]",1.0,car,2025-03-10__18_06_44_704554,./bbox_images\1.0_2025-03-10__18_06_44_704554.jpg,0.7466888427734375
"[526, 377, 571, 417]",2.0,car,2025-03-10__18_06_44_704554,./bbox_images\2.0_2025-03-10__18_06_44_704554.jpg,0.7376834154129028
"[338, 440, 427, 499]",3.0,car,2025-03-10__18_06_44_704554,./bbox_images\3.0_2025-03-10__18_06_44_704554.jpg,0.7771631479263306
"[987, 197, 1278, 289]",4.0,train,2025-03-10__18_06_44_704554,./bbox_images\4.0_2025-03-10__18_06_44_704554.jpg,0.6049430966377258
"[558, 325, 592, 353]",5.0,car,2025-03-10__18_06_44_704554,./bbox_images\5.0_2025-03-10__18_06_44_704554.jpg,0.49712738394737244
"[239, 389, 336, 472]",6.0,truck,2025-03-10__18_06_44_704554,./bbox_images\6.0_2025-03-10__18_06_44_704554.jpg,0.3744529187679291
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_44_704554,./bbox_images\7.0_2025-03-10__18_06_44_704554.jpg,0.22427597641944885
"[424, 292, 493, 350]",8.0,bus,2025-03-10__18_06_44_704554,./bbox_images\8.0_2025-03-10__18_06_44_704554.jpg,0.4179239869117737
"[469, 333, 517, 377]",9.0,car,2025-03-10__18_06_44_704554,./bbox_images\9.0_2025-03-10__18_06_44_704554.jpg,0.4730778634548187
"[67, 611, 278, 717]",17.0,car,2025-03-10__18_06_44_704554,./bbox_images\17.0_2025-03-10__18_06_44_704554.jpg,0.7536929845809937
"[0, 594, 89, 704]",22.0,car,2025-03-10__18_06_44_704554,./bbox_images\22.0_2025-03-10__18_06_44_704554.jpg,0.7098473906517029
"[239, 390, 336, 472]",32.0,bus,2025-03-10__18_06_44_704554,./bbox_images\32.0_2025-03-10__18_06_44_704554.jpg,0.37021711468696594
"[457, 462, 533, 530]",1.0,car,2025-03-10__18_06_44_893954,./bbox_images\1.0_2025-03-10__18_06_44_893954.jpg,0.787061870098114
"[527, 375, 572, 415]",2.0,car,2025-03-10__18_06_44_893954,./bbox_images\2.0_2025-03-10__18_06_44_893954.jpg,0.7345125079154968
"[343, 436, 429, 497]",3.0,car,2025-03-10__18_06_44_893954,./bbox_images\3.0_2025-03-10__18_06_44_893954.jpg,0.7840825915336609
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_44_893954,./bbox_images\4.0_2025-03-10__18_06_44_893954.jpg,0.6023110747337341
"[558, 323, 592, 352]",5.0,car,2025-03-10__18_06_44_893954,./bbox_images\5.0_2025-03-10__18_06_44_893954.jpg,0.5056434273719788
"[243, 388, 338, 470]",6.0,bus,2025-03-10__18_06_44_893954,./bbox_images\6.0_2025-03-10__18_06_44_893954.jpg,0.39798328280448914
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_44_893954,./bbox_images\7.0_2025-03-10__18_06_44_893954.jpg,0.24662722647190094
"[426, 292, 492, 349]",8.0,bus,2025-03-10__18_06_44_893954,./bbox_images\8.0_2025-03-10__18_06_44_893954.jpg,0.4467828869819641
"[471, 332, 518, 374]",9.0,car,2025-03-10__18_06_44_893954,./bbox_images\9.0_2025-03-10__18_06_44_893954.jpg,0.4975844919681549
"[70, 603, 284, 717]",17.0,car,2025-03-10__18_06_44_893954,./bbox_images\17.0_2025-03-10__18_06_44_893954.jpg,0.7965986728668213
"[0, 588, 99, 705]",22.0,car,2025-03-10__18_06_44_909625,./bbox_images\22.0_2025-03-10__18_06_44_909625.jpg,0.7602526545524597
"[242, 388, 338, 471]",32.0,truck,2025-03-10__18_06_44_909625,./bbox_images\32.0_2025-03-10__18_06_44_909625.jpg,0.4106195271015167
"[461, 456, 535, 523]",1.0,car,2025-03-10__18_06_45_082788,./bbox_images\1.0_2025-03-10__18_06_45_082788.jpg,0.682971715927124
"[529, 373, 573, 412]",2.0,car,2025-03-10__18_06_45_082788,./bbox_images\2.0_2025-03-10__18_06_45_082788.jpg,0.7213441729545593
"[348, 431, 433, 490]",3.0,car,2025-03-10__18_06_45_098394,./bbox_images\3.0_2025-03-10__18_06_45_098394.jpg,0.875041663646698
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_45_098394,./bbox_images\4.0_2025-03-10__18_06_45_098394.jpg,0.6003918051719666
"[558, 322, 593, 349]",5.0,car,2025-03-10__18_06_45_098394,./bbox_images\5.0_2025-03-10__18_06_45_098394.jpg,0.6147143840789795
"[250, 387, 343, 466]",6.0,truck,2025-03-10__18_06_45_098394,./bbox_images\6.0_2025-03-10__18_06_45_098394.jpg,0.44770359992980957
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_45_098394,./bbox_images\7.0_2025-03-10__18_06_45_098394.jpg,0.27393972873687744
"[427, 291, 494, 347]",8.0,bus,2025-03-10__18_06_45_098394,./bbox_images\8.0_2025-03-10__18_06_45_098394.jpg,0.5124281644821167
"[473, 330, 520, 370]",9.0,car,2025-03-10__18_06_45_098394,./bbox_images\9.0_2025-03-10__18_06_45_098394.jpg,0.34215235710144043
"[105, 588, 297, 717]",17.0,car,2025-03-10__18_06_45_098394,./bbox_images\17.0_2025-03-10__18_06_45_098394.jpg,0.839384138584137
"[0, 578, 113, 693]",22.0,car,2025-03-10__18_06_45_098394,./bbox_images\22.0_2025-03-10__18_06_45_098394.jpg,0.7946719527244568
"[464, 451, 540, 517]",1.0,car,2025-03-10__18_06_45_289835,./bbox_images\1.0_2025-03-10__18_06_45_289835.jpg,0.7730871438980103
"[532, 371, 573, 409]",2.0,car,2025-03-10__18_06_45_289835,./bbox_images\2.0_2025-03-10__18_06_45_289835.jpg,0.7913506627082825
"[353, 427, 435, 484]",3.0,car,2025-03-10__18_06_45_289835,./bbox_images\3.0_2025-03-10__18_06_45_289835.jpg,0.7454531788825989
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_45_289835,./bbox_images\4.0_2025-03-10__18_06_45_289835.jpg,0.5995178818702698
"[560, 320, 593, 347]",5.0,car,2025-03-10__18_06_45_289835,./bbox_images\5.0_2025-03-10__18_06_45_289835.jpg,0.6308223605155945
"[257, 385, 347, 463]",6.0,bus,2025-03-10__18_06_45_289835,./bbox_images\6.0_2025-03-10__18_06_45_289835.jpg,0.6084491014480591
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_45_289835,./bbox_images\7.0_2025-03-10__18_06_45_289835.jpg,0.22827331721782684
"[431, 290, 496, 345]",8.0,bus,2025-03-10__18_06_45_305468,./bbox_images\8.0_2025-03-10__18_06_45_305468.jpg,0.5066652894020081
"[476, 328, 520, 369]",9.0,car,2025-03-10__18_06_45_305468,./bbox_images\9.0_2025-03-10__18_06_45_305468.jpg,0.35459083318710327
"[132, 577, 311, 706]",17.0,car,2025-03-10__18_06_45_305468,./bbox_images\17.0_2025-03-10__18_06_45_305468.jpg,0.8398370146751404
"[0, 568, 127, 678]",22.0,car,2025-03-10__18_06_45_305468,./bbox_images\22.0_2025-03-10__18_06_45_305468.jpg,0.8399592041969299
"[303, 674, 438, 719]",38.0,car,2025-03-10__18_06_45_305468,./bbox_images\38.0_2025-03-10__18_06_45_305468.jpg,0.7388138771057129
"[465, 448, 540, 514]",1.0,car,2025-03-10__18_06_45_494753,./bbox_images\1.0_2025-03-10__18_06_45_494753.jpg,0.7776177525520325
"[533, 370, 573, 406]",2.0,car,2025-03-10__18_06_45_494753,./bbox_images\2.0_2025-03-10__18_06_45_494753.jpg,0.7487991452217102
"[359, 425, 437, 481]",3.0,car,2025-03-10__18_06_45_494753,./bbox_images\3.0_2025-03-10__18_06_45_494753.jpg,0.7148630619049072
"[988, 197, 1277, 289]",4.0,train,2025-03-10__18_06_45_494753,./bbox_images\4.0_2025-03-10__18_06_45_494753.jpg,0.6001322865486145
"[560, 319, 593, 346]",5.0,car,2025-03-10__18_06_45_494753,./bbox_images\5.0_2025-03-10__18_06_45_494753.jpg,0.5600374937057495
"[260, 383, 349, 462]",6.0,bus,2025-03-10__18_06_45_494753,./bbox_images\6.0_2025-03-10__18_06_45_494753.jpg,0.6375154852867126
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_45_494753,./bbox_images\7.0_2025-03-10__18_06_45_494753.jpg,0.22721806168556213
"[433, 289, 496, 345]",8.0,bus,2025-03-10__18_06_45_494753,./bbox_images\8.0_2025-03-10__18_06_45_494753.jpg,0.5483454465866089
"[477, 328, 521, 368]",9.0,car,2025-03-10__18_06_45_494753,./bbox_images\9.0_2025-03-10__18_06_45_494753.jpg,0.29914575815200806
"[145, 570, 318, 695]",17.0,car,2025-03-10__18_06_45_494753,./bbox_images\17.0_2025-03-10__18_06_45_494753.jpg,0.8659808039665222
"[0, 562, 135, 668]",22.0,car,2025-03-10__18_06_45_494753,./bbox_images\22.0_2025-03-10__18_06_45_494753.jpg,0.8246679306030273
"[303, 666, 443, 719]",38.0,car,2025-03-10__18_06_45_494753,./bbox_images\38.0_2025-03-10__18_06_45_494753.jpg,0.727999210357666
"[469, 443, 540, 507]",1.0,car,2025-03-10__18_06_45_700593,./bbox_images\1.0_2025-03-10__18_06_45_700593.jpg,0.7277752161026001
"[535, 368, 574, 402]",2.0,car,2025-03-10__18_06_45_715623,./bbox_images\2.0_2025-03-10__18_06_45_715623.jpg,0.7256512641906738
"[366, 421, 435, 475]",3.0,car,2025-03-10__18_06_45_715623,./bbox_images\3.0_2025-03-10__18_06_45_715623.jpg,0.6531447172164917
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_45_715623,./bbox_images\4.0_2025-03-10__18_06_45_715623.jpg,0.6017606258392334
"[561, 318, 594, 345]",5.0,car,2025-03-10__18_06_45_715623,./bbox_images\5.0_2025-03-10__18_06_45_715623.jpg,0.5340073704719543
"[266, 381, 353, 457]",6.0,bus,2025-03-10__18_06_45_715623,./bbox_images\6.0_2025-03-10__18_06_45_715623.jpg,0.5277200937271118
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_45_715623,./bbox_images\7.0_2025-03-10__18_06_45_715623.jpg,0.22240963578224182
"[434, 288, 498, 343]",8.0,truck,2025-03-10__18_06_45_715623,./bbox_images\8.0_2025-03-10__18_06_45_715623.jpg,0.5500346422195435
"[479, 327, 523, 366]",9.0,car,2025-03-10__18_06_45_715623,./bbox_images\9.0_2025-03-10__18_06_45_715623.jpg,0.34033116698265076
"[164, 558, 325, 676]",17.0,car,2025-03-10__18_06_45_715623,./bbox_images\17.0_2025-03-10__18_06_45_715623.jpg,0.8199195861816406
"[0, 553, 147, 654]",22.0,car,2025-03-10__18_06_45_715623,./bbox_images\22.0_2025-03-10__18_06_45_715623.jpg,0.8099935054779053
"[307, 650, 450, 719]",38.0,car,2025-03-10__18_06_45_715623,./bbox_images\38.0_2025-03-10__18_06_45_715623.jpg,0.7370303273200989
"[434, 288, 498, 343]",45.0,bus,2025-03-10__18_06_45_715623,./bbox_images\45.0_2025-03-10__18_06_45_715623.jpg,0.495714396238327
"[473, 439, 544, 501]",1.0,car,2025-03-10__18_06_45_905583,./bbox_images\1.0_2025-03-10__18_06_45_905583.jpg,0.7383217811584473
"[536, 364, 576, 400]",2.0,car,2025-03-10__18_06_45_905583,./bbox_images\2.0_2025-03-10__18_06_45_905583.jpg,0.6598717570304871
"[372, 414, 444, 469]",3.0,car,2025-03-10__18_06_45_905583,./bbox_images\3.0_2025-03-10__18_06_45_905583.jpg,0.7326151728630066
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_45_905583,./bbox_images\4.0_2025-03-10__18_06_45_905583.jpg,0.6034647822380066
"[562, 317, 595, 345]",5.0,car,2025-03-10__18_06_45_905583,./bbox_images\5.0_2025-03-10__18_06_45_905583.jpg,0.4997008442878723
"[273, 379, 359, 453]",6.0,bus,2025-03-10__18_06_45_905583,./bbox_images\6.0_2025-03-10__18_06_45_905583.jpg,0.4042262136936188
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_45_905583,./bbox_images\7.0_2025-03-10__18_06_45_905583.jpg,0.23136195540428162
"[437, 288, 500, 342]",8.0,truck,2025-03-10__18_06_45_905583,./bbox_images\8.0_2025-03-10__18_06_45_905583.jpg,0.4716469943523407
"[481, 325, 525, 365]",9.0,car,2025-03-10__18_06_45_905583,./bbox_images\9.0_2025-03-10__18_06_45_905583.jpg,0.42105746269226074
"[183, 546, 335, 655]",17.0,car,2025-03-10__18_06_45_921561,./bbox_images\17.0_2025-03-10__18_06_45_921561.jpg,0.8256657719612122
"[1, 544, 159, 641]",22.0,car,2025-03-10__18_06_45_921561,./bbox_images\22.0_2025-03-10__18_06_45_921561.jpg,0.817051112651825
"[310, 634, 456, 719]",38.0,car,2025-03-10__18_06_45_921561,./bbox_images\38.0_2025-03-10__18_06_45_921561.jpg,0.7483541965484619
"[437, 289, 499, 340]",45.0,bus,2025-03-10__18_06_45_921561,./bbox_images\45.0_2025-03-10__18_06_45_921561.jpg,0.3209856152534485
"[272, 378, 359, 454]",48.0,truck,2025-03-10__18_06_45_921561,./bbox_images\48.0_2025-03-10__18_06_45_921561.jpg,0.3573641777038574
"[475, 436, 546, 498]",1.0,car,2025-03-10__18_06_46_141412,./bbox_images\1.0_2025-03-10__18_06_46_141412.jpg,0.7662522792816162
"[536, 361, 576, 399]",2.0,car,2025-03-10__18_06_46_141412,./bbox_images\2.0_2025-03-10__18_06_46_141412.jpg,0.7472217082977295
"[375, 412, 447, 466]",3.0,car,2025-03-10__18_06_46_141412,./bbox_images\3.0_2025-03-10__18_06_46_141412.jpg,0.6612848043441772
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_46_141412,./bbox_images\4.0_2025-03-10__18_06_46_141412.jpg,0.6031925082206726
"[562, 318, 595, 343]",5.0,car,2025-03-10__18_06_46_141412,./bbox_images\5.0_2025-03-10__18_06_46_141412.jpg,0.5136066675186157
"[276, 378, 362, 450]",6.0,bus,2025-03-10__18_06_46_141412,./bbox_images\6.0_2025-03-10__18_06_46_141412.jpg,0.29349127411842346
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_46_141412,./bbox_images\7.0_2025-03-10__18_06_46_141412.jpg,0.26267150044441223
"[439, 288, 501, 340]",8.0,truck,2025-03-10__18_06_46_141412,./bbox_images\8.0_2025-03-10__18_06_46_141412.jpg,0.36775830388069153
"[482, 323, 526, 365]",9.0,car,2025-03-10__18_06_46_141412,./bbox_images\9.0_2025-03-10__18_06_46_141412.jpg,0.44017624855041504
"[192, 539, 340, 645]",17.0,car,2025-03-10__18_06_46_141412,./bbox_images\17.0_2025-03-10__18_06_46_141412.jpg,0.8102680444717407
"[1, 540, 166, 637]",22.0,car,2025-03-10__18_06_46_141412,./bbox_images\22.0_2025-03-10__18_06_46_141412.jpg,0.7810701727867126
"[313, 624, 461, 719]",38.0,car,2025-03-10__18_06_46_141412,./bbox_images\38.0_2025-03-10__18_06_46_141412.jpg,0.7756847143173218
"[439, 288, 500, 339]",45.0,bus,2025-03-10__18_06_46_141412,./bbox_images\45.0_2025-03-10__18_06_46_141412.jpg,0.34905651211738586
"[275, 377, 361, 452]",48.0,truck,2025-03-10__18_06_46_141412,./bbox_images\48.0_2025-03-10__18_06_46_141412.jpg,0.5117050409317017
"[479, 431, 547, 492]",1.0,car,2025-03-10__18_06_46_408427,./bbox_images\1.0_2025-03-10__18_06_46_408427.jpg,0.8472489714622498
"[536, 359, 577, 397]",2.0,car,2025-03-10__18_06_46_408427,./bbox_images\2.0_2025-03-10__18_06_46_408427.jpg,0.804920494556427
"[379, 409, 450, 461]",3.0,car,2025-03-10__18_06_46_408427,./bbox_images\3.0_2025-03-10__18_06_46_408427.jpg,0.7838156223297119
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_46_408427,./bbox_images\4.0_2025-03-10__18_06_46_408427.jpg,0.6015663146972656
"[562, 317, 595, 341]",5.0,car,2025-03-10__18_06_46_408427,./bbox_images\5.0_2025-03-10__18_06_46_408427.jpg,0.4254145324230194
"[674, 298, 696, 313]",7.0,car,2025-03-10__18_06_46_408427,./bbox_images\7.0_2025-03-10__18_06_46_408427.jpg,0.27094435691833496
"[442, 288, 502, 338]",8.0,bus,2025-03-10__18_06_46_408427,./bbox_images\8.0_2025-03-10__18_06_46_408427.jpg,0.45371806621551514
"[485, 322, 527, 362]",9.0,car,2025-03-10__18_06_46_408427,./bbox_images\9.0_2025-03-10__18_06_46_408427.jpg,0.5500702857971191
"[208, 528, 349, 631]",17.0,car,2025-03-10__18_06_46_408427,./bbox_images\17.0_2025-03-10__18_06_46_408427.jpg,0.8443395495414734
"[24, 533, 178, 623]",22.0,car,2025-03-10__18_06_46_408427,./bbox_images\22.0_2025-03-10__18_06_46_408427.jpg,0.756611168384552
"[319, 610, 467, 717]",38.0,car,2025-03-10__18_06_46_408427,./bbox_images\38.0_2025-03-10__18_06_46_408427.jpg,0.8127269148826599
"[442, 287, 502, 339]",45.0,truck,2025-03-10__18_06_46_408427,./bbox_images\45.0_2025-03-10__18_06_46_408427.jpg,0.34237226843833923
"[282, 374, 365, 448]",6.0,truck,2025-03-10__18_06_46_408427,./bbox_images\6.0_2025-03-10__18_06_46_408427.jpg,0.5781172513961792
"[483, 428, 549, 486]",1.0,car,2025-03-10__18_06_46_628856,./bbox_images\1.0_2025-03-10__18_06_46_628856.jpg,0.8343076705932617
"[539, 357, 578, 393]",2.0,car,2025-03-10__18_06_46_628856,./bbox_images\2.0_2025-03-10__18_06_46_628856.jpg,0.8107369542121887
"[386, 407, 454, 456]",3.0,car,2025-03-10__18_06_46_628856,./bbox_images\3.0_2025-03-10__18_06_46_628856.jpg,0.8529214859008789
"[988, 197, 1278, 289]",4.0,train,2025-03-10__18_06_46_628856,./bbox_images\4.0_2025-03-10__18_06_46_628856.jpg,0.603527307510376
